file_name,normalized_transcription
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/68146dcf6d4f7270b2c3149d3d12f975251e2b64f3c9fa6ae79abf4c7303398b.wav","markazda elektron kutubxona yaratilmoqda"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/5d27157af397f29662483e5e866863110d2831a1685d44dd2dad622f047f57a4.wav","italiyadagi eng kuchli zilzila"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/963b1cec5934fe0c230580a9a57f24f085a53da0df2db80f60b8649a3b51e0f7.wav","ular bizga baxt tiladi"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/9452e790529c9ddc2e8956fea1c0536e790f8188df2e67770a318cf3a4344437.wav","shahar yoshlari forumi o'tkaziladi"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/726f10fa2556f9a30ee4bd8a772446aba843e1fb58666cf70f9c3f0a669f94f8.wav","ikkinchisi ustyurtdagi gurkureuik qudug'i"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/9a29c2299bcc41b3ea0402630f6a7fa5dae8731ddb1b6308bc8c519f04e6e837.wav","yozuvchi stenokardiyadan vafot etdi"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/891d2589a2f34cbceb530d1df47387edb9349060596aa20d6f479690ba0a331d.wav","buning sabablari bilan tanishing"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/88132178458e80b33b976bc0253d15b207c0dc10365f7f590462ee8d3788b5bc.wav","u sizga nimaga kerak!"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/96fe6e05fa78261d30219082b2b615b02e63f1967b640d70dad0e19a7ae69322.wav"," deyiladi kanal murojaatida"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/953a93029e40f88a17bcf898c4f3196968763f722faa8e2c474fa574edec7fe4.wav","hozir ularning barchasi ulg'aygan"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/96df41524dc915f95d4189060de0e4e8bda43071b459ef2993c137b2eab81ada.wav","faqat biznes egalari uchun!!!"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/9495d9ca9040b6d0fb8b84a52b108e3c9d8798637e919cf8e2f07df7a60fcd42.wav","yilning eng ayanli terakti"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/9679366c6dd6ee1723089ce4c1484771195ee00b2cb5a3a154ba7a85b27447c2.wav","hoshimjon rolida bunyod rahmatullayev"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/856ca77671cd4965178aa0a3913762da4f2e1ecc57099454ebd40887a1d0947b.wav","bartomeu favqulodda yig'ilish chaqirdi"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/95ddea884dc1b24dce8ebf17782bbe237f533ec8aeae4e6f30c09282b2928479.wav","bu juda xavfli kasallik"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/92097426b3a9fdc9c56ccb910c86efe6250b23506ee44caa9a3b0d2f2727572e.wav","o'rganish davomida sh.m"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/8daa387a396af1b0a6b2ad46eb934d28db840dc79f25b2627c80ecf1dbc3df89.wav","qur'oni karimning matematik mo'jizalari"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/a1c552203e3ef9b52003eda44b1aeb056798d9e525879a046a67e1b99b4e22ec.wav","nonushtaga nima yemaslik kerak"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/a3e562a9ad1d4ab86c7a891fe59b33e4193d903a77aa31a9bf12b197d097e355.wav","to'g'ri, xatolar yo'q emas"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/9dbd3d103c48db1a437b6d7238bccd8973ce377acc80bd05f25421a062005924.wav","chunki ularni qalbakilashtirib bo'lmaydi"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/9dec9d0f5b5dde16577e2e97c2583b35fd12f61db9df9189bd87e32ec9109c1f.wav","bu juda g'ashga tegadi"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/a17a61ee84b2f337627b85da9a84c08c3b0a602c30aafb79fb45c7bf14303e3f.wav","qurbonlar va yaralanganlar bor"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/1b7a9caeda589ca31bdd14c60b3ab0493b9dba4d222c8dc267a8c95956e4a4d3.wav","uni konchilar qattiq hurmat qilgan"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/1aa1026b6481d4a2aae6f0793a3ffde2df13fe8433369681f7d2ca87a14aa95c.wav","bu haqida footmerсato xabar berdi "
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/1a685391b6a8046a606ca45bf6a3e1aadcfbbbdb94963cab14d1e9df145d69bf.wav","turli darajada jarohatlanganlar kasalxonaga yetkazildi"
"dfe08d43-6f47-4cd1-9ed2-c71ab4399c6d/17b9ff779aeb080f9db4c09c553ad94eba3d7977601328bd2c2e4d4df0ab1d99.wav","men ozod g'arb davlatida emasman"
"75bb2e16-2178-438c-89e9-067d27c2738a/74dcc60360d2a707e1e7de042ec0425579d59b2d56eccebd65a28273e3f4746b.wav","nihol mukofoti sovrindori umidaxon turmushga chiqyapti"
"75bb2e16-2178-438c-89e9-067d27c2738a/79a2c0b469da10bf55839a914b0006e4282c60dc1836118e4e939ea76aabd6f4.wav","ratsioningizga dukkakli mahsulot va yong'oqlar kiriting"
"75bb2e16-2178-438c-89e9-067d27c2738a/784a3c1e0cb1da02c7b22eef3575925edbda93272254d73d5ec3934bdcd47fe5.wav","farzandlaridan uy kalitlarini olib, eshiklarni qulflaydi"
"75bb2e16-2178-438c-89e9-067d27c2738a/7c06274d176b42eee209d19e5cb52bbd63aaa0db5eb7b2237ff8f64547d5426e.wav","ammo o'ylashimcha, bunga ko'plab odamlar sababchi"
"75bb2e16-2178-438c-89e9-067d27c2738a/768588f9a635cfac4d1e3a1c00ea77445b370d9a48a3a53860b036ae2286e0c5.wav","ravshan ermatov shveysariyaekvador uchrashuvini boshqaradigan bo'ldi"
"75bb2e16-2178-438c-89e9-067d27c2738a/7c22844778d9bb5992f56ca83f7f31ccabd2823e775983e2bd0fab5b86e477d8.wav","chiqish vaqtida karavot barmog'ini qisib qolgan"
"75bb2e16-2178-438c-89e9-067d27c2738a/7c22c7829e98a9cc6b50da78bf19cb9703668038f0312ba7db7abfb16688c5da.wav","hozirgacha ta'ziya bildirib kelayotganlarning oxiri ko'rinmayapti"
"75bb2e16-2178-438c-89e9-067d27c2738a/7c8cc00ea33d0c736e4cff42038f4827990a33a2ff25020dd6e6d2dc88c14b7f.wav","yaqinda bir san'atkor bilan dardlashib qoldik"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0dfc49b75410015ed4bd39a1f37ee7cddbdfb7460c3922cd02d35fd5031796b7.wav","kinoyulduz o'tmishda qolgan kaskadyorlari bilan diydorlashdi "
"1fb08e34-0683-4de4-b169-d1df5df2468a/0e5ee827633be2e0531054590e2193bc734a211fb896f2fd89f9dbfccfdeed0c.wav","ulardan eng yomoni meni giyohvand deyishgani"
"1fb08e34-0683-4de4-b169-d1df5df2468a/09b6db6efd1fd51c0b2356abe2bae82d9efb4c2272b47fbad45944a4efa0bca9.wav","shuningdek, minglab yangi ish o'rinlari yaratiladi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0e19e6180ed43aa4cd36bff7a95087d6aa1a3f04948f8efa2caeccce09e0b00b.wav","iiv videodagi holat bo'yicha ma'lumot berdi "
"1fb08e34-0683-4de4-b169-d1df5df2468a/0e3e8159a827c3f44cb119df807f72a874414988b1dc1310b31db03730e8bb17.wav","ular bemalol namoz o'qishiga qulayliklar bor"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0e49919a72ec1c47fef8ac61003527eef409d8b7d0f0f7d9f3c0b9cb79cab632.wav","futbolchilar finalga chiqish uchun haqli edilar"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0b5c42d0d6281720636d319e2e50fa40fda2fcbef2b7974ac039e206c33ef3fe.wav","abxaziya bosh vaziri avtoavariyada halok bo'ldi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0d785a4a9609e4388f673ebfe7a7893d459f1e5ce33be96330baf5602d964093.wav","bu haqda geo tv xabar bermoqda "
"1fb08e34-0683-4de4-b169-d1df5df2468a/0da038947af88714070653c38ce38519c53fab5d4a40dde752a40deea14ff5ae.wav","mazkur hujumlar qurbonlari haqida ma'lumot berilmagan"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0906261f8c1c5e57cb9dd7fe93607b100d249d978daeb459b16a8653b3395382.wav","xorijda o'zbek tilini o'rgatish oson emas"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0d291a36b24bcc088ae3d46448e8326881682fc0217936e9cd073f4ff3f857dc.wav","hozir zavodning qurilish ishlariga start berilgan"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0ea53e953485f51cd36ee3b21b20ed0aff62c28c6ffe4cdc9e5e0b4242bfd998.wav","isroil aqsh yordamida eronni to'xtatish niyatida"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0a06b48742988950f05144c92b055173f1b40550638e523a334e4cc241fed1bb.wav","prezident maktablari uchun imtihon qanday bo'ladi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0e37883fe5ca17d1c238adcba944f8b1174febf6ac21a6102dd486db1c0f146d.wav","uy zamonaviy kone liftlari bilan jihozlangan"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0e3ae7778ce0888570664c65444fad6516ce2da00520040f8b16f9389de0eb94.wav","yevropada qishki transferlar oynasi yopilib bo'lgan"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0dfed155bd62bc2b21acfcaa8e8267443e5952d8a2e834f334fd47628f427d1a.wav","xo'sh, u nimasi bilan ajralib turadi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0d881fc4574b4a1929b9a90dc252586ce5b7c15078508244e599107e05abe2eb.wav","bolaligingizda italiyada o'ynayman deb tasavvur qilganmidingiz"
"1fb08e34-0683-4de4-b169-d1df5df2468a/01f035f74726d48227bfe807c900f66124892a65396b0f12aaeed8bfdc3a4352.wav","shon bolaligidayoq musiqa olamida o'zini topgan"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0d8cdaddc6de2c4471a47ad064bfb6580a6ea594ea84bed2d615ebcdb4eb4f5e.wav","janubiy koreyadagi bu sovrin birinchisi bo'ldi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0a61a2b5dfc25bed782a14a320456f6a9de34ca0e8fe114c6182ebfb2ab747ed.wav","gvatemalada namoyishchilar kongress binosiga o't qo'ydi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0ef757274e681b7f337e7f386f4866d2b6be714d12a372b981ac81b91845fb6f.wav","virus rossiyadan qaytgan ikki fuqaroda aniqlangan"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0ef5856b01978aafdc9f1ef146cc6114b8a37bd83b37660dd2bf1dc15f895cce.wav","ustyurtda yangidan barpo etilgan qirqqiz posyolkasi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0e2f7de955850c911d0d9a0493ab551baec65434aa29a634fcf973e22b7a571d.wav","anomal issiq butun hududni qamrab olgan"
"1fb08e34-0683-4de4-b169-d1df5df2468a/0e1cf57aa1e3ef94d4cb60ce755c29e563026519fd6aab69250e43718421fc7e.wav","meni himoya qiladigan hech kim qolmagandi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/03132d9e8b31e84f4ae16e0534faf72e51271d000fa6524ae9161d967faeeb05.wav","argentina valyuta bo'yicha cheklovlarni bekor qildi "
"1fb08e34-0683-4de4-b169-d1df5df2468a/0dc4401897d6b874f380e9bc7f0cc2687a9d605e960f161b8120b4d9a19faaa9.wav","bu kasb esa xobbi bo'lib qoladi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/a5e59d299eec7d3f819ec45bc576128eacd8d89e9cd67005a352da4f99918658.wav","bunday odamlar, siz allaqachon topganingizday, oyparast deyiladi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/a9ff227f9e8a4911321c7439239e071b51c3a2ef867e62bec2e5e2dce45bbfd4.wav","o'zbekiston prezidenti sharafiga faxriy qorovul saf tortdi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/a7ced9758b48700be2480191bb2cd3acb0498c9b4ba123069c1d2195065d2069.wav","pomidor sharbati ham terni kamaytirishga yordam beradi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/aae980fc8d04e832a3c9507b0d2ebb8751ca0f2ecfdad16a9de30a47d533e27d.wav","yangi raqib nomi tez kunlarda aniq bo'ladi"
"1fb08e34-0683-4de4-b169-d1df5df2468a/aa61c91b948620ae2224e2bcec99d7f9f85818570664cd75da31485c83ae8562.wav","hozirgi zamonaviy futbolda g'alabaga erishish juda qiyin"
"1fb08e34-0683-4de4-b169-d1df5df2468a/e1027f474b1ca87118ae2fa967ae31c32b9751a4404c204302ff362f82cf2a06.wav","ammo uning orzulari va harakati cheksiz"
"4cfe2262-a49a-4804-b359-1e62a075883b/129f58f25711d1132932d0186366239b1ec1ab3e935dc7473a71faa60dd4bf65.wav","iqtisodiyot misli ko'rilmagan texnologik inqilobni boshidan kechirmoqda"
"4cfe2262-a49a-4804-b359-1e62a075883b/12fe27587284c6d428d6a6dcc49ece4fd0da358c53161d8637f71f8ef4da2826.wav","haqiqiy hayotda hammasi aksincha ham bo'lishi mumkin"
"4cfe2262-a49a-4804-b359-1e62a075883b/17c61add53fe3eda0a91ae5783da6e64a639bc547b95111e6fe2db55d226d645.wav","men esa uni bunday holatda ko'rishni xohlamayman"
"4cfe2262-a49a-4804-b359-1e62a075883b/1454c5ff03651d8b10e33ac8e5536af8c18f1f7343f59a457d45b53d1a53535b.wav","ekvadorda namoyishlar sabab favqulodda holat e'lon qilindi"
"4cfe2262-a49a-4804-b359-1e62a075883b/18075c5cbf24591d8d8a043569923b3ad3b2b9c2ca54400424d4b72e507a4aa8.wav","mazkur tadbir bosqichma-bosqich amalga oshirilishi rejalashtirilgan"
"4cfe2262-a49a-4804-b359-1e62a075883b/16032ef0f9b925313fa44b5a7f4d7cf7d5e3743407ade014b14cd0872dd69f9f.wav","yovvoyi hayvonlarni suratga tushirish oson ish emas"
"4cfe2262-a49a-4804-b359-1e62a075883b/04337bb779a3ccc10e641417e72e99af84c09dc860a1a8ecd8f5f2a904d7ee0f.wav","bunaday kodeks yangicha ishlay olishlari uchun kerak"
"4cfe2262-a49a-4804-b359-1e62a075883b/162ef368831e55ea469f9a950e111175f10b3f7d7f089712c1bc15966fec667e.wav","yaralangan jinoyatchi virjiniya tibbiy markazida olamdan o'tgan"
"4cfe2262-a49a-4804-b359-1e62a075883b/18014bae857f5256c504a87500cd7062a0e7496ead2b78b9c2ab5002ee17aaa4.wav","u maydonning har bir qarichi uchun kurashadi"
